1.jpg 0 [133.73519897460938,65.8331527709961]
Fruit (2538).jpg 2 [130.3062744140625,137.98491954803467]
Fruit (2539).jpg 0 [134.94448852539062,54.17646789550781]
Fruit (2539).jpg 1 [72.981201171875,127.38096332550049]
Fruit (2539).jpg 2 [128.91677856445312,156.62080812454224]
Fruit (2539).jpg 3 [71.72294616699219,64.40386199951172]
Fruit (2539).jpg 4 [202.54144287109375,152.81718063354492]
Fruit (2539).jpg 5 [192.015380859375,75.85920715332031]
Fruit (2539).jpg 6 [146.20565795898438,109.77828979492188]
Fruit (254).jpg 0 [36.84621810913086,103.37260246276855]
Fruit (254).jpg 1 [143.49436950683594,155.12859439849854]
Fruit (254).jpg 2 [148.037109375,104.6228256225586]
Fruit (254).jpg 3 [88.38265228271484,135.19995975494385]
Fruit (254).jpg 4 [88.07139587402344,79.18135452270508]
Fruit (254).jpg 5 [31.11182403564453,38.89333724975586]
Fruit (254).jpg 6 [200.43585205078125,76.04987335205078]
Fruit (254).jpg 7 [199.96475219726562,134.399395942688]
Fruit (254).jpg 8 [144.35008239746094,52.2484016418457]
Fruit (2540).jpg 0 [139.78623962402344,148.93851137161255]
Fruit (2540).jpg 1 [127.80685424804688,41.97536849975586]
Fruit (2540).jpg 2 [109.8283462524414,91.16977310180664]
Fruit (2541).jpg 0 [99.8632583618164,65.300048828125]
Fruit (2541).jpg 1 [71.57557678222656,119.77643394470215]
Fruit (2541).jpg 2 [130.3062744140625,137.98491954803467]
Fruit (2542).jpg 0 [99.8632583618164,65.300048828125]
Fruit (2542).jpg 1 [71.57557678222656,119.77643394470215]
Fruit (2542).jpg 2 [130.3062744140625,137.98491954803467]
Fruit (2543).jpg 0 [128.09417724609375,121.44163131713867]
Fruit (2543).jpg 1 [46.25822830200195,125.90734100341797]
Fruit (2543).jpg 2 [177.58087158203125,140.8495740890503]
Fruit (2543).jpg 3 [109.15176391601562,48.97072982788086]
Fruit (2543).jpg 4 [121.77713012695312,159.26530742645264]
Fruit (2544).jpg 0 [134.94448852539062,54.17646789550781]
Fruit (2544).jpg 1 [72.981201171875,127.38096332550049]
Fruit (2544).jpg 2 [128.91677856445312,156.62080812454224]
Fruit (2544).jpg 3 [71.72294616699219,64.40386199951172]
Fruit (2544).jpg 4 [202.54144287109375,152.81718063354492]
Fruit (2544).jpg 5 [192.015380859375,75.85920715332031]
Fruit (2544).jpg 6 [146.20565795898438,109.77828979492188]
Fruit (2545).jpg 0 [39.61676788330078,153.63950490951538]
Fruit (2545).jpg 1 [107.03780364990234,157.84707021713257]
Fruit (2545).jpg 2 [211.00636291503906,89.77730178833008]
Fruit (2545).jpg 3 [100.03939819335938,126.86530208587646]
Fruit (2545).jpg 4 [156.86660766601562,87.38612747192383]
Fruit (2545).jpg 5 [177.52088928222656,32.97402572631836]
Fruit (2545).jpg 6 [35.30121612548828,103.00153541564941]
Fruit (2546).jpg 0 [175.30722045898438,50.1379508972168]
Fruit (2548).jpg 0 [221.22149658203125,146.51297616958618]
Fruit (2548).jpg 1 [212.9571990966797,62.29085922241211]
Fruit (2548).jpg 2 [150.5030975341797,146.46033811569214]
Fruit (2548).jpg 3 [76.59817504882812,58.3262939453125]
Fruit (2548).jpg 4 [77.51858520507812,151.26632046699524]
Fruit (2549).jpg 0 [190.226806640625,33.00419616699219]
Fruit (2549).jpg 1 [163.9274139404297,96.7882022857666]
Fruit (2549).jpg 2 [104.63644409179688,107.57192611694336]
Fruit (2549).jpg 3 [228.58236694335938,80.79225158691406]
Fruit (2549).jpg 4 [124.8115005493164,65.10187530517578]
Fruit (255).jpg 0 [36.84621810913086,103.37260246276855]
Fruit (255).jpg 1 [143.49436950683594,155.12859439849854]
Fruit (255).jpg 2 [148.037109375,104.6228256225586]
Fruit (255).jpg 3 [88.38265228271484,135.19995975494385]
Fruit (255).jpg 4 [88.07139587402344,79.18135452270508]
Fruit (255).jpg 5 [31.11182403564453,38.89333724975586]
Fruit (255).jpg 6 [200.43585205078125,76.04987335205078]
Fruit (255).jpg 7 [199.96475219726562,134.399395942688]
Fruit (255).jpg 8 [144.35008239746094,52.2484016418457]
Fruit (2550).jpg 0 [78.37931823730469,130.04508876800537]
Fruit (2550).jpg 1 [21.615650177001953,129.6604518890381]
Fruit (2550).jpg 2 [178.46734619140625,94.19108581542969]
Fruit (2550).jpg 3 [205.35809326171875,150.52861261367798]
Fruit (2550).jpg 4 [144.39385986328125,139.22670555114746]
Fruit (2550).jpg 5 [32.60600280761719,167.56062626838684]
Fruit (2550).jpg 6 [33.43500900268555,86.77753829956055]
Fruit (2551).jpg 0 [178.20883178710938,158.6784224510193]
Fruit (2551).jpg 1 [228.78367614746094,63.87373352050781]
Fruit (2551).jpg 2 [235.19728088378906,113.6619873046875]
Fruit (2551).jpg 3 [154.15948486328125,96.2116470336914]
Fruit (2552).jpg 0 [82.5155029296875,137.91542530059814]
Fruit (2555).jpg 0 [178.20883178710938,158.6784224510193]
Fruit (2555).jpg 1 [228.78367614746094,63.87373352050781]
Fruit (2555).jpg 2 [235.19728088378906,113.6619873046875]
Fruit (2555).jpg 3 [154.15948486328125,96.2116470336914]
Fruit (2556).jpg 0 [82.5155029296875,137.91542530059814]
Fruit (2559).jpg 0 [124.16419982910156,153.13949871063232]
Fruit (256).jpg 0 [103.8290023803711,161.90490889549255]
Fruit (256).jpg 1 [99.88345336914062,63.07197189331055]
Fruit (256).jpg 2 [34.45274353027344,69.13590240478516]
Fruit (256).jpg 3 [58.9503059387207,120.8891658782959]
Fruit (256).jpg 4 [113.82646179199219,115.39941787719727]
Fruit (256).jpg 5 [182.99368286132812,64.73922729492188]
Fruit (256).jpg 6 [166.7152099609375,131.41845321655273]
Fruit (256).jpg 7 [224.52687072753906,114.4344539642334]
Fruit (256).jpg 8 [234.7603759765625,158.43169820308685]
Fruit (2560).jpg 0 [35.07855224609375,42.454856872558594]
Fruit (2560).jpg 1 [147.8091583251953,67.01449966430664]
Fruit (2560).jpg 2 [80.033447265625,90.08017349243164]
Fruit (2560).jpg 3 [91.68374633789062,29.498092651367188]
Fruit (2560).jpg 4 [161.27645874023438,22.520126342773438]
Fruit (2561).jpg 0 [91.1186294555664,79.7904167175293]
Fruit (2561).jpg 1 [138.33816528320312,44.51021194458008]
Fruit (2561).jpg 2 [49.30796813964844,109.45383262634277]
Fruit (2564).jpg 0 [76.36373138427734,57.74615478515625]
Fruit (2564).jpg 1 [221.27169799804688,145.5746512413025]
Fruit (2564).jpg 2 [149.97763061523438,147.28266668319702]
Fruit (2564).jpg 3 [76.89409637451172,151.90494537353516]
Fruit (2564).jpg 4 [211.53956604003906,62.61512756347656]
Fruit (2565).jpg 0 [158.42303466796875,150.0433497428894]
Fruit (2565).jpg 1 [204.25723266601562,106.22868347167969]
Fruit (2565).jpg 2 [121.13463592529297,101.09489822387695]
Fruit (2565).jpg 3 [165.0701904296875,88.15464782714844]
Fruit (2566).jpg 0 [163.869873046875,136.66113662719727]
Fruit (2566).jpg 1 [66.78121185302734,160.17612951993942]
Fruit (2566).jpg 2 [106.46693420410156,111.20559692382812]
Fruit (2566).jpg 3 [120.26335144042969,61.71735763549805]
Fruit (2566).jpg 4 [30.643651962280273,90.84527969360352]
Fruit (2567).jpg 0 [179.8038330078125,56.169586181640625]
Fruit (2567).jpg 1 [239.20101928710938,41.94845199584961]
Fruit (2567).jpg 2 [211.36756896972656,113.7808609008789]
Fruit (2567).jpg 3 [148.7273712158203,146.6295886039734]
Fruit (2567).jpg 4 [113.3250503540039,60.172237396240234]
Fruit (2567).jpg 5 [64.50777435302734,71.0494270324707]
Fruit (2567).jpg 6 [90.89447021484375,155.47950053215027]
Fruit (2568).jpg 0 [96.44328308105469,114.6153335571289]
Fruit (2568).jpg 1 [142.17178344726562,152.7411653995514]
Fruit (2568).jpg 2 [204.6259307861328,40.216148376464844]
Fruit (2569).jpg 0 [183.10494995117188,128.57240295410156]
Fruit (2569).jpg 1 [121.29408264160156,117.3187370300293]
Fruit (2569).jpg 2 [136.23895263671875,26.40619659423828]
Fruit (2569).jpg 3 [200.2061767578125,82.60259628295898]
Fruit (2569).jpg 4 [75.19645690917969,153.71741342544556]
Fruit (2569).jpg 5 [34.98638153076172,97.61919403076172]
Fruit (2569).jpg 6 [127.36176300048828,148.08385276794434]
Fruit (257).jpg 0 [168.81968688964844,102.30981826782227]
Fruit (257).jpg 1 [103.85809326171875,82.58845520019531]
Fruit (257).jpg 2 [81.03297424316406,139.55473709106445]
Fruit (257).jpg 3 [205.33255004882812,137.1414556503296]
Fruit (257).jpg 4 [238.64404296875,88.91885375976562]
Fruit (257).jpg 5 [150.33750915527344,163.11118030548096]
Fruit (257).jpg 6 [147.82666015625,148.28497076034546]
Fruit (2570).jpg 0 [105.47886657714844,161.17267021536827]
Fruit (2570).jpg 1 [144.10984802246094,50.937992095947266]
Fruit (2570).jpg 2 [47.58706283569336,128.46947383880615]
Fruit (2570).jpg 3 [120.54579162597656,108.08307075500488]
Fruit (2570).jpg 4 [176.6744384765625,155.30995845794678]
Fruit (2570).jpg 5 [198.67657470703125,94.63799667358398]
Fruit (2571).jpg 0 [180.17530822753906,152.32709980010986]
Fruit (2571).jpg 1 [223.3692626953125,129.7353687286377]
Fruit (2571).jpg 2 [92.56737518310547,67.46281051635742]
Fruit (2572).jpg 0 [223.39352416992188,103.11739540100098]
Fruit (2572).jpg 1 [74.78678894042969,101.75179481506348]
Fruit (2572).jpg 2 [160.27243041992188,132.84697818756104]
Fruit (2572).jpg 3 [110.69789123535156,150.1750044822693]
Fruit (2573).jpg 0 [180.17530822753906,152.32709980010986]
Fruit (2573).jpg 1 [223.3692626953125,129.7353687286377]
Fruit (2573).jpg 2 [92.56737518310547,67.46281051635742]
Fruit (2574).jpg 0 [223.39352416992188,103.11739540100098]
Fruit (2574).jpg 1 [74.78678894042969,101.75179481506348]
Fruit (2574).jpg 2 [160.27243041992188,132.84697818756104]
Fruit (2574).jpg 3 [110.69789123535156,150.1750044822693]
Fruit (2575).jpg 0 [70.60929870605469,87.44463348388672]
Fruit (2576).jpg 0 [81.48067474365234,80.55241012573242]
Fruit (2576).jpg 1 [209.0850830078125,121.4709701538086]
Fruit (2576).jpg 2 [112.98023986816406,152.23665142059326]
Fruit (2576).jpg 3 [185.18408203125,55.2359504699707]
Fruit (2576).jpg 4 [138.29554748535156,104.6984691619873]
Fruit (2577).jpg 0 [106.29408264160156,46.22959899902344]
Fruit (2577).jpg 1 [39.35220718383789,47.203731536865234]
Fruit (2577).jpg 2 [184.09368896484375,41.035804748535156]
Fruit (2577).jpg 3 [222.65243530273438,114.30576705932617]
Fruit (2577).jpg 4 [127.8726577758789,157.95102167129517]
Fruit (2577).jpg 5 [79.7680892944336,110.22234916687012]
Fruit (2577).jpg 6 [59.623504638671875,156.58303689956665]
Fruit (2577).jpg 7 [144.69561767578125,109.17399215698242]
Fruit (2578).jpg 0 [205.63461303710938,118.67220878601074]
Fruit (2578).jpg 1 [112.66557312011719,152.59456253051758]
Fruit (2578).jpg 2 [185.6351318359375,62.59172821044922]
Fruit (2579).jpg 0 [154.6324462890625,116.07750129699707]
Fruit (2579).jpg 1 [166.55178833007812,155.14741897583008]
Fruit (258).jpg 0 [168.81968688964844,102.30981826782227]
Fruit (258).jpg 1 [103.85809326171875,82.58845520019531]
Fruit (258).jpg 2 [81.03297424316406,139.55473709106445]
Fruit (258).jpg 3 [205.33255004882812,137.1414556503296]
Fruit (258).jpg 4 [238.64404296875,88.91885375976562]
Fruit (258).jpg 5 [150.33750915527344,163.11118030548096]
Fruit (258).jpg 6 [147.82666015625,148.28497076034546]
Fruit (2580).jpg 0 [156.917724609375,158.89459109306335]
Fruit (2580).jpg 1 [99.80563354492188,150.162269115448]
Fruit (2580).jpg 2 [47.83330154418945,90.06993865966797]
Fruit (2580).jpg 3 [245.67080688476562,104.24395561218262]
Fruit (2581).jpg 0 [205.63461303710938,118.67220878601074]
Fruit (2581).jpg 1 [112.66557312011719,152.59456253051758]
Fruit (2581).jpg 2 [185.6351318359375,62.59172821044922]
Fruit (2582).jpg 0 [154.6324462890625,116.07750129699707]
Fruit (2582).jpg 1 [166.55178833007812,155.14741897583008]
Fruit (2583).jpg 0 [156.917724609375,158.89459109306335]
Fruit (2583).jpg 1 [99.80563354492188,150.162269115448]
Fruit (2583).jpg 2 [47.83330154418945,90.06993865966797]
Fruit (2583).jpg 3 [245.67080688476562,104.24395561218262]
Fruit (2584).jpg 0 [148.36886596679688,82.32170104980469]
Fruit (2584).jpg 1 [178.67343139648438,136.37381076812744]
Fruit (2584).jpg 2 [220.09017944335938,89.24541473388672]
Fruit (2584).jpg 3 [88.57839965820312,108.19356727600098]
Fruit (2584).jpg 4 [102.75457763671875,153.22586822509766]
Fruit (2585).jpg 0 [98.03993225097656,162.1849868297577]
Fruit (2585).jpg 1 [72.96810150146484,109.58758544921875]
Fruit (2585).jpg 2 [161.28977966308594,147.9638295173645]
Fruit (2585).jpg 3 [61.30767822265625,43.1593017578125]
Fruit (2585).jpg 4 [147.45529174804688,92.20410537719727]
Fruit (2586).jpg 0 [172.85531616210938,122.89496231079102]
Fruit (2586).jpg 1 [116.66004943847656,63.80082702636719]
Fruit (2586).jpg 2 [109.09378814697266,115.37314796447754]
Fruit (2586).jpg 3 [140.42678833007812,21.786819458007812]
Fruit (2586).jpg 4 [189.55328369140625,79.55804061889648]
Fruit (2586).jpg 5 [224.1427764892578,111.88808250427246]
Fruit (2587).jpg 0 [118.73851776123047,24.194740295410156]
Fruit (2587).jpg 1 [92.6709213256836,57.43452835083008]
Fruit (2587).jpg 2 [225.55548095703125,72.16521835327148]
Fruit (2587).jpg 3 [180.25079345703125,85.93376541137695]
Fruit (2587).jpg 4 [227.22271728515625,129.72235012054443]
Fruit (2587).jpg 5 [171.2913360595703,128.9800853729248]
Fruit (2587).jpg 6 [179.60696411132812,31.91930389404297]
Fruit (2588).jpg 0 [164.37457275390625,131.63744163513184]
Fruit (2588).jpg 1 [217.67579650878906,109.68387985229492]
Fruit (2588).jpg 2 [106.17210388183594,108.99384689331055]
Fruit (2588).jpg 3 [123.54244995117188,40.4280891418457]
Fruit (2588).jpg 4 [172.91998291015625,82.30889129638672]
Fruit (2588).jpg 5 [166.8250732421875,22.577880859375]
Fruit (2589).jpg 0 [194.75302124023438,32.89280700683594]
Fruit (2589).jpg 1 [150.2344512939453,143.82990312576294]
Fruit (2589).jpg 2 [228.28363037109375,76.31542587280273]
Fruit (2589).jpg 3 [199.84893798828125,123.89991760253906]
Fruit (2589).jpg 4 [138.7333221435547,40.44085693359375]
Fruit (2589).jpg 5 [170.82125854492188,88.5276107788086]
Fruit (259).jpg 0 [103.8290023803711,161.90490889549255]
Fruit (259).jpg 1 [99.88345336914062,63.07197189331055]
Fruit (259).jpg 2 [34.45274353027344,69.13590240478516]
Fruit (259).jpg 3 [58.9503059387207,120.8891658782959]
Fruit (259).jpg 4 [113.82646179199219,115.39941787719727]
Fruit (259).jpg 5 [182.99368286132812,64.73922729492188]
Fruit (259).jpg 6 [166.7152099609375,131.41845321655273]
Fruit (259).jpg 7 [224.52687072753906,114.4344539642334]
Fruit (259).jpg 8 [234.7603759765625,158.43169820308685]
Fruit (2590).jpg 0 [107.89812469482422,80.86116790771484]
Fruit (2590).jpg 1 [181.574951171875,32.942726135253906]
Fruit (2590).jpg 2 [235.066650390625,73.05118560791016]
Fruit (2590).jpg 3 [98.85765838623047,152.42123222351074]
Fruit (2590).jpg 4 [155.73350524902344,145.2210087776184]
Fruit (2591).jpg 0 [39.68793869018555,153.94630193710327]
Fruit (2591).jpg 1 [106.69869232177734,157.6642382144928]
Fruit (2591).jpg 2 [210.91397094726562,89.46997451782227]
Fruit (2591).jpg 3 [98.87777709960938,124.77395248413086]
Fruit (2591).jpg 4 [155.9393310546875,87.93361282348633]
Fruit (2591).jpg 5 [177.64682006835938,34.59687805175781]
Fruit (2591).jpg 6 [166.93887329101562,135.90364265441895]
Fruit (2592).jpg 0 [166.3443145751953,144.13416528701782]
Fruit (2594).jpg 0 [200.1278533935547,55.58449935913086]
Fruit (2594).jpg 1 [78.59799194335938,61.2136116027832]
Fruit (2594).jpg 2 [146.29092407226562,143.05839920043945]
Fruit (2594).jpg 3 [122.44583129882812,96.29451179504395]
Fruit (2594).jpg 4 [50.59617233276367,96.65387153625488]
Fruit (2594).jpg 5 [199.4771728515625,116.04738998413086]
Fruit (2594).jpg 6 [139.4873809814453,42.18715286254883]
Fruit (2595).jpg 0 [106.86132049560547,139.9308853149414]
Fruit (2595).jpg 1 [117.3975830078125,34.760765075683594]
Fruit (2595).jpg 2 [177.9366455078125,59.465972900390625]
Fruit (2595).jpg 3 [218.70468139648438,126.29216289520264]
Fruit (2595).jpg 4 [37.52194595336914,110.17995643615723]
Fruit (2595).jpg 5 [93.13343048095703,87.24117660522461]
Fruit (2595).jpg 6 [157.34994506835938,124.73619270324707]
Fruit (2596).jpg 0 [106.96578979492188,105.42843055725098]
Fruit (2596).jpg 1 [59.4753303527832,136.12545776367188]
Fruit (2596).jpg 2 [186.80844116210938,65.4139175415039]
Fruit (2596).jpg 3 [123.24823760986328,154.38527393341064]
Fruit (2596).jpg 4 [123.62049865722656,47.75827407836914]
Fruit (2596).jpg 5 [56.107730865478516,68.36466979980469]
Fruit (2596).jpg 6 [209.72598266601562,116.30551719665527]
Fruit (2597).jpg 0 [200.1278533935547,55.58449935913086]
Fruit (2597).jpg 1 [78.59799194335938,61.2136116027832]
Fruit (2597).jpg 2 [146.29092407226562,143.05839920043945]
Fruit (2597).jpg 3 [122.44583129882812,96.29451179504395]
Fruit (2597).jpg 4 [50.59617233276367,96.65387153625488]
Fruit (2597).jpg 5 [199.4771728515625,116.04738998413086]
Fruit (2597).jpg 6 [139.4873809814453,42.18715286254883]
Fruit (2598).jpg 0 [200.1278533935547,55.58449935913086]
Fruit (2598).jpg 1 [78.59799194335938,61.2136116027832]
Fruit (2598).jpg 2 [146.29092407226562,143.05839920043945]
Fruit (2598).jpg 3 [122.44583129882812,96.29451179504395]
Fruit (2598).jpg 4 [50.59617233276367,96.65387153625488]
Fruit (2598).jpg 5 [199.4771728515625,116.04738998413086]
Fruit (2598).jpg 6 [139.4873809814453,42.18715286254883]
Fruit (2599).jpg 0 [106.86132049560547,139.9308853149414]
Fruit (2599).jpg 1 [117.3975830078125,34.760765075683594]
Fruit (2599).jpg 2 [177.9366455078125,59.465972900390625]
Fruit (2599).jpg 3 [218.70468139648438,126.29216289520264]
Fruit (2599).jpg 4 [37.52194595336914,110.17995643615723]
Fruit (2599).jpg 5 [93.13343048095703,87.24117660522461]
Fruit (2599).jpg 6 [157.34994506835938,124.73619270324707]
Fruit (26).jpg 0 [241.42398071289062,79.58502197265625]
Fruit (26).jpg 1 [25.706836700439453,100.27832794189453]
Fruit (26).jpg 2 [84.02777099609375,64.46094131469727]
Fruit (26).jpg 3 [132.54222106933594,81.09188461303711]
Fruit (26).jpg 4 [165.63723754882812,123.15662384033203]
Fruit (26).jpg 5 [47.494686126708984,165.42976486682892]
Fruit (260).jpg 0 [168.81968688964844,102.30981826782227]
Fruit (260).jpg 1 [103.85809326171875,82.58845520019531]
Fruit (260).jpg 2 [81.03297424316406,139.55473709106445]
Fruit (260).jpg 3 [205.33255004882812,137.1414556503296]
Fruit (260).jpg 4 [238.64404296875,88.91885375976562]
Fruit (260).jpg 5 [150.33750915527344,163.11118030548096]
Fruit (260).jpg 6 [147.82666015625,148.28497076034546]
Fruit (2600).jpg 0 [106.86132049560547,139.9308853149414]
Fruit (2600).jpg 1 [117.3975830078125,34.760765075683594]
Fruit (2600).jpg 2 [177.9366455078125,59.465972900390625]
Fruit (2600).jpg 3 [218.70468139648438,126.29216289520264]
Fruit (2600).jpg 4 [37.52194595336914,110.17995643615723]
Fruit (2600).jpg 5 [93.13343048095703,87.24117660522461]
Fruit (2600).jpg 6 [157.34994506835938,124.73619270324707]
Fruit (2601).jpg 0 [80.71220397949219,41.95798873901367]
Fruit (2601).jpg 1 [209.244140625,160.87045085430145]
Fruit (2601).jpg 2 [218.67269897460938,113.18025779724121]
Fruit (2601).jpg 3 [143.3117218017578,32.88964080810547]
Fruit (2601).jpg 4 [131.38804626464844,124.90511798858643]
Fruit (2601).jpg 5 [177.95697021484375,75.44990539550781]
Fruit (2601).jpg 6 [232.9001922607422,43.838340759277344]
Fruit (2602).jpg 0 [200.1278533935547,55.58449935913086]
Fruit (2602).jpg 1 [78.59799194335938,61.2136116027832]
Fruit (2602).jpg 2 [146.29092407226562,143.05839920043945]
Fruit (2602).jpg 3 [122.44583129882812,96.29451179504395]
Fruit (2602).jpg 4 [50.59617233276367,96.65387153625488]
Fruit (2602).jpg 5 [199.4771728515625,116.04738998413086]
